TENURE,AGE,GENDER,NATIONALITY,STATE,STATUS_BEFORE,STATUS_AFTER,OFFER_TAKER,DATE_ID,DATA_PURC_BEFORE,DATA_PURC_AFTER,DATA_CHRG_BEFORE,DATA_CHRG_AFTER,DATA_USG_BEFORE,DATA_USG_AFTER,VOICE_USG_BEFORE,VOICE_USG_AFTER,RLD_IND_BEFORE,RLD_IND_AFTER,RLD_AMT_BEFORE,RLD_AMT_AFTER,CPA_RVN_BEFORE,CPA_RVN_AFTER,ARPU_BEFORE,ARPU_AFTER,ACTVIITY_DAYS_AFTER,ACTIVITY_STATUS_AFTER,ID,PLAN_ID,PLAN_TYPE,VAS_ID,VAS_TYPE,YEAR,MONTH,DAY,QUARTER
181,70,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,27.99,?,0.000209,0.0,0.0,0.0,N,N,?,?,?,?,6.000000,4.000000,15,BEFORE & AFTER CAMP,676,2,Premium,1,Caller_tune,2022,10,6,4
36,45,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,Y,15.00,1.00,8.087258,0.0,0.0,0.0,Y,Y,20.00,10.00,?,?,12.800000,7.000000,37,NO ACTIVITY SINCE SEP,679,1,Saver,2,Roaming,2022,10,6,4
167,26,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,27.99,?,0.0,9.765672,0.0,37.9666,Y,N,30.00,?,?,?,?,?,0,DURING & AFTER CAMP,682,1,Saver,1,Caller_tune,2022,10,5,4
39,35,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,34.99,?,20.795508,0.0,0.0,0.0,Y,N,35.00,?,0.15,?,36.290000,?,5,BEFORE & AFTER CAMP,684,1,Saver,1,Caller_tune,2022,10,6,4
36,31,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.414869,2.2e-05,0.0,0.0,N,N,?,?,?,?,?,?,13,BEFORE & AFTER CAMP,687,2,Premium,1,Caller_tune,2022,10,6,4
52,30,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,2.000000,?,19,DURING CAMP THEN REMAIN,689,1,Saver,1,Caller_tune,2022,10,6,4
30,43,Male,Malaysia,JOHORE,Active,Active,Y,10/5/2022,Y,N,15.00,?,5.255989,0.0,5.2167,0.0,Y,N,20.00,?,2.00,?,9.410000,?,34,NO ACTIVITY SINCE SEP,690,2,Premium,2,Roaming,2022,10,5,4
58,27,Male,Malaysia,KELANTAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,15.060489,0.0,0.0,0.0,Y,N,15.00,?,?,?,14.990000,?,34,NO ACTIVITY SINCE SEP,692,2,Premium,2,Roaming,2022,10,6,4
93,27,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,24,BEFORE CAMP THEN REMAIN,693,2,Premium,2,Roaming,2022,10,6,4
52,24,Female,Malaysia,KEDAH,Active,Active,Y,10/6/2022,Y,N,14.99,?,36.000918,0.087565,1.0833,0.0,Y,N,30.00,?,?,?,30.280000,?,2,DURING & AFTER CAMP,696,2,Premium,2,Roaming,2022,10,6,4
35,24,Male,Malaysia,KELANTAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,5,BEFORE & AFTER CAMP,700,2,Premium,2,Roaming,2022,10,6,4
25,28,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.786053,2.510057,0.0,0.0,Y,N,5.00,?,?,?,2.000000,?,9,DURING & AFTER CAMP,701,2,Premium,2,Roaming,2022,10,5,4
53,31,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.013555,0.006002,0.0,0.0,N,N,?,?,?,?,?,?,11,BEFORE & AFTER CAMP,703,2,Premium,2,Roaming,2022,10,6,4
66,27,Male,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,Y,15.00,3.00,1.764665,0.75697,0.0,0.0,N,Y,?,10.00,?,?,?,3.800000,0,BEFORE & AFTER CAMP,704,2,Premium,1,Caller_tune,2022,10,6,4
23,53,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,2.00,2.00,2.000000,2.000000,4,BEFORE & AFTER CAMP,705,2,Premium,1,Caller_tune,2022,10,6,4
64,22,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.00962,0.0,0.0,0.0,N,N,?,?,0.15,?,?,?,39,NO ACTIVITY SINCE SEP,706,2,Premium,2,Roaming,2022,10,6,4
30,62,Male,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP,707,2,Premium,2,Roaming,2022,10,5,4
47,23,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,7.903714,0.005273,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,708,1,Saver,2,Roaming,2022,10,6,4
45,23,Male,Malaysia,KELANTAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,0.50,?,0.500000,?,3,BEFORE & AFTER CAMP,711,2,Premium,1,Caller_tune,2022,10,6,4
91,27,Female,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,17.35,Y,Y,5.00,5.00,?,?,?,5.550000,17,BEFORE & AFTER CAMP,713,1,Saver,1,Caller_tune,2022,10,6,4
90,29,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.002528,0.0,0.0333,0.0,N,Y,?,5.00,?,?,0.300000,?,35,NO ACTIVITY SINCE SEP,714,1,Saver,2,Roaming,2022,10,6,4
51,71,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP,715,1,Saver,2,Roaming,2022,10,5,4
26,25,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,Y,15.00,4.00,4.141616,34.718187,0.0,0.0,Y,Y,10.00,30.00,3.00,3.00,?,29.400000,0,DURING & AFTER CAMP,716,2,Premium,2,Roaming,2022,10,6,4
30,30,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,29.99,?,5.2e-05,0.0,0.0,0.0,Y,Y,30.00,10.00,?,?,29.990000,?,2,BEFORE & AFTER CAMP,719,1,Saver,1,Caller_tune,2022,10,6,4
107,72,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,720,2,Premium,1,Caller_tune,2022,10,6,4
41,72,Female,Malaysia,PENANG,Active,Active,Y,10/6/2022,N,N,?,?,0.0,0.0,0.2,0.7,N,N,?,?,?,?,0.600000,0.300000,17,BEFORE & AFTER CAMP,721,1,Saver,1,Caller_tune,2022,10,6,4
65,35,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,Y,35.00,35.00,18.849208,9.667026,75.3167,51.3333,Y,Y,40.00,40.00,?,?,39.310000,35.000000,0,BEFORE & AFTER CAMP,722,1,Saver,2,Roaming,2022,10,6,4
149,29,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,723,1,Saver,1,Caller_tune,2022,10,5,4
126,39,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,Y,15.00,10.00,0.000693,0.0,0.0,0.0,Y,Y,10.00,10.00,?,?,?,10.000000,34,NO ACTIVITY SINCE SEP,724,1,Saver,1,Caller_tune,2022,10,6,4
62,23,Male,Malaysia,TERENGGANU,Active,Active,Y,10/5/2022,Y,N,15.00,?,5.352334,0.035016,6.3333,0.9833,Y,N,5.00,?,?,?,1.450000,0.200000,0,DURING & AFTER CAMP,725,2,Premium,2,Roaming,2022,10,5,4
29,61,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,15.24856,0.0,6.9333,0.0,Y,N,10.00,?,?,?,3.240000,?,36,NO ACTIVITY SINCE SEP,726,2,Premium,1,Caller_tune,2022,10,6,4
